name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,unknown_teff,unknown_age,unknown_radius,unknown_period,unknown_impact,unknown_mag_v
OGLE-2015-BLG-1771L b,Confirmed,0.433,0.25,0.674,,,,,,,,,,0.85,0.16,0.16,,,,,,,,2019,2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1771L,268.800000004,-28.862777805,,,,,,7070.0,1090.0,1000.0,,,,0.077,0.044,0.12,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-0007 b,Confirmed,0.00415,0.0022,0.0028,,,,,,,,,,10.1,3.4,3.8,,,,,,,,2025,2025-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-0007,268.35604166666667,-20.64225,,,,,,4300.0,1400.0,1100.0,,,,0.59,0.3,0.4,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-0263L b,Confirmed,4.1,2.5,6.5,,,,,,,,,,6.5,1.9,1.3,,,,,,,,2017,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2016-BLG-0263L,269.8954166783,-31.818611129,,,,,,6500.0,1900.0,1300.0,,,,0.13,0.08,0.21,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-0596L b,Confirmed,12.2,,,,,,,,,,,,,,,,,,,,,,2016,2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2016-BLG-0596L,267.803375004,-30.8498333632,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-0613L (AB) b,Confirmed,4.18,2.43,3.19,,,,,,,,,,6.4,2.63,2.51,,,,,,,,2017,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-0613L (AB),269.262500001,-28.116111126,,,,,,3410.0,142.0,134.0,,,,1.0,0.5,0.7,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-1067L b,Confirmed,0.43,0.17,0.21,,,,,,,,,,1.7,0.39,0.38,,,,,,,,2018,2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2016-BLG-339 b,,OGLE-2016-BLG-1067L,273.204500016,-27.012638899,,,,,,3730.0,670.0,660.0,,,,0.3,0.12,0.15,,,,M,,,,,,,,,MOA-2016-BLG-339,True,True,True,True,True,True
OGLE-2016-BLG-1093L b,Confirmed,0.71,0.13,0.13,,,,,,,,,,2.13,0.43,0.43,,,,,,,,2021,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1093L,269.004166667,-32.713333358,,,,,,8120.0,690.0,690.0,,,,0.48,0.09,0.09,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-1195L b,Confirmed,0.0045,0.001,0.0014,,,,,,,,,,1.16,0.16,0.13,,,,,,,,2017,2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2016-BLG-0372,,OGLE-2016-BLG-1195L,268.850000008,-30.207222232,,,,,,3910.0,460.0,420.0,,,,0.078,0.012,0.016,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-1227 b,Confirmed,0.79,0.39,1.3,,,,,,,,,,3.4,1.0,2.1,,,,,,,,2019,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1227,265.595833341,-33.759722245,,,,,,1210.0,630.0,960.0,,,,0.1,0.05,0.17,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-1598 b,Confirmed,5.91,1.74,1.74,,,,,,,,,,2.5,0.88,0.88,,,,,,,,2024,2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,"KMT-2016-BLG-0696, MOA-2016-BLG-521",,OGLE-2016-BLG-1598,270.1875,-29.175555555555555,,,,,,5910.0,1740.0,1740.0,,,,0.55,0.32,0.32,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-1635 b,Confirmed,11.49,8.0,8.0,,,,,,,,,,1.34,0.47,0.47,,,,,,,,2023,2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2016-BLG-0269,,OGLE-2016-BLG-1635,268.504166667,-30.777222246,,,,,,,,,,,,,,,,,,,,,,,,,,,KMT-2016-BLG-0269,True,True,True,True,True,True
OGLE-2016-BLG-1800 b,Confirmed,2.59,1.46,1.46,,,,,,,,,,1.88,0.51,0.51,,,,,,,,2024,2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,"KMT-2016-BLG-0781, MOA-2016-BLG-581",,OGLE-2016-BLG-1800,269.9041666666667,-30.865277777777777,,,,,,6480.0,1030.0,1030.0,,,,0.41,0.22,0.22,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2016-BLG-1850 b,Confirmed,0.02936,0.0123,0.0123,,,,,,,,,,1.46,0.16,0.16,,,,,,,,2023,2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1850,268.0,-32.210555568,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-0173L b,Confirmed,9.08,5.7,10.85,,,,,,,,,,3.75,1.67,1.67,,,,,,,,2017,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2017-BLG-0173L,267.970833351,-29.271388898,,,,,,4700.0,1780.0,1460.0,,,,0.417,0.24,0.4,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-0364 b,Confirmed,0.2385,0.135,0.173,,,,,,,,,,,,,,,,,,,,2024,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0364,265.227875,-34.617583333333336,,,,,,7860.0,1990.0,1080.0,,,,0.49,0.28,0.35,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-0406 b,Confirmed,0.41,0.05,0.05,,,,,,,,,,3.5,0.3,0.3,,,,,,,,2020,2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0406,269.0,-29.863055583,,,,,,5200.0,500.0,500.0,,,,0.56,0.07,0.07,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-0448 b,Confirmed,7.3,4.0,8.35,,,,,,,,,,5.53,1.2,1.7,,,,,,,,2023,2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0448,268.66666668,-31.031944457,,,,,,7790.0,100.0,800.0,,,,0.32,0.2,0.35,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-0482 b,Confirmed,9.0,4.5,9.0,,,,,,,,,,1.8,0.7,0.6,,,,,,,,2018,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2017-BLG-0482,269.04887500391,-30.5283611308,,,,,,5800.0,2100.0,1800.0,,,,0.2,0.1,0.2,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-0604 b,Confirmed,0.51,0.23,0.23,,,,,,,,,,4.06,1.34,1.91,,,,,,,,2020,2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0604,267.891666678,-30.946666696,,,,,,3950.0,1310.0,1870.0,,,,0.7,0.28,0.28,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-0640 b,Confirmed,1.62,0.94,1.64,,,,,,,,,,1.14,0.38,0.38,,,,,,,,2023,2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-1726 b,,OGLE-2017-BLG-0640,267.466666684,-29.461388907,,,,,,6630.0,1450.0,1090.0,,,,0.32,0.18,0.32,,,,,,,,,,,,,KMT-2017-BLG-1726,True,True,True,True,True,True
OGLE-2017-BLG-1049 b,Confirmed,5.53,2.87,3.62,,,,,,,,,,3.92,1.32,1.1,,,,,,,,2020,2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1049,269.533333336,-27.144166678,,,,,,5670.0,1520.0,1110.0,,,,0.55,0.29,0.36,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-1099 b,Confirmed,3.02,1.81,2.43,,,,,,,,,,2.73,0.53,0.4,,,,,,,,2021,2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-2336 b,,OGLE-2017-BLG-1099,263.962500017,-29.585833347,,,,,,7250.0,1400.0,1060.0,,,,0.45,0.27,0.36,,,,,,,,,,,,,KMT-2017-BLG-2336,True,True,True,True,True,True
OGLE-2017-BLG-1140L b,Confirmed,1.63,0.29,0.0,,,,,,,,,,1.02,0.1,0.1,,,,,,,,2018,2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1140L,266.883333344,-24.522777793,,,,,,7350.0,4.0,4.0,,,,0.214,0.026,0.03,,,,M3,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-1237 b,Confirmed,3.8,2.0,2.5,,,,,,,,,,,,,,,,,,,,2023,2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-0422 b,,OGLE-2017-BLG-1237,271.650000012,-28.328888905,,,,,,6030.0,1530.0,940.0,,,,0.46,0.24,0.3,,,,,,,,,,,,,KMT-2017-BLG-0422,True,True,True,True,True,True
OGLE-2017-BLG-1275 b,Confirmed,5.9,2.2,2.2,,,,,,,,,,2.09,0.63,0.63,,,,,,,,2023,2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-0314,,OGLE-2017-BLG-1275,267.91666668,-29.498055577,,,,,,7690.0,900.0,900.0,,,,0.63,0.23,0.23,,,,,,,,,,,,,KMT-2017-BLG-0314,True,True,True,True,True,True
OGLE-2017-BLG-1375 b,Confirmed,10.33,3.0,3.0,,,,,,,,,,2.97,0.67,0.92,,,,,,,,2020,2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1375,269.154166679,-30.311388904,,,,,,3790.0,860.0,1180.0,,,,0.77,0.23,0.27,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-1434L b,Confirmed,0.014,0.0016,0.0016,,,,,,,,,,1.18,0.1,0.1,,,,,,,,2018,2024-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1434L,268.280375002,-30.2457222368,,,,,,860.0,90.0,90.0,,,,0.23,0.03,0.03,,,,M,,,,,,,,,,True,True,True,True,True,True
OGLE-2017-BLG-1691L b,Confirmed,0.046,0.025,0.037,,,,,,,,,,2.46,0.1,0.1,,,,,,,,2022,2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1691L,263.595833341,-29.284722229,,,,,,7290.0,1330.0,1010.0,,,,0.45,0.25,0.36,,,,,,,,,,,,,KMT-2017-BLG-0752,True,True,True,True,True,True
OGLE-2017-BLG-1806 b,Confirmed,0.01658,0.00856,0.01482,,,,,,,,,,1.75,0.47,0.47,,,,,,,,2022,2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1806,266.62500001,-24.272222232,,,,,,6400.0,1500.0,790.0,,,,0.38,0.2,0.34,,,,,,,,,,,,,KMT-2017-BLG-1021,True,True,True,True,True,True
OGLE-2018-BLG-0298 b,Confirmed,0.14,0.07,0.07,,,,,,,,,,2.86,0.8,0.7,,,,,,,,2022,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0298,264.283333336,-29.709166688,,,,,,6540.0,1230.0,950.0,,,,0.69,0.3,0.35,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-0383 b,Confirmed,0.0201,0.0088,0.0173,,,,,,,,,,1.8,0.2,0.2,,,,,,,,2021,2021-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2018-BLG-0900 b,,OGLE-2018-BLG-0383,268.679166681,-28.739166686,,,,,,7700.0,600.0,600.0,,,,0.1,0.05,0.13,,,,,,,,,,,,,KMT-2018-BLG-0900,True,True,True,True,True,True
OGLE-2018-BLG-0506 b,Confirmed,0.0513,0.0267,0.038,,,,,,,,,,3.0,0.8,0.7,,,,,,,,2021,2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0506,267.629166677,-31.924166691,,,,,,5600.0,1600.0,1400.0,,,,0.63,0.32,0.37,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-0516 b,Confirmed,0.0632,0.0337,0.0516,,,,,,,,,,2.2,0.7,0.8,,,,,,,,2021,2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0516,269.641666678,-31.262500015,,,,,,7000.0,2200.0,900.0,,,,0.47,0.25,0.38,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-0532 b,Confirmed,0.019636,0.002888,0.002888,,,,,,,,,,1.083,0.14,0.14,,,,,,,,2019,2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0532,269.983333352,-28.997777809,,,,,,790.0,120.0,120.0,,,,0.199,0.028,0.028,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-0567L b,Confirmed,0.32,0.16,0.34,,,,,,,,,,2.72,0.55,0.49,,,,,,,,2021,2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0567L,269.016666668,-27.987222245,,,,,,7070.0,1150.0,930.0,,,,0.24,0.13,0.26,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-0596 b,Confirmed,0.0267,0.0236,0.0236,,,,,,,,,,2.15,1.2,1.2,,,,,,,,2019,2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2018-BLG-0596,269.054166671,-29.199166683,,,,,,5900.0,300.0,300.0,,,,0.2,0.065,0.065,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-0677L b,Confirmed,0.01246,0.00837,0.0185,,,,,,,,,,0.63,0.17,0.2,,,,,,,,2020,2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0677L,268.75,-32.016666667,,,,,,7700.0,,,,,,0.1,0.08,0.15,,,,,,,,,,,,,"KMT-2018-BLG-0816, OGLE-2018-BLG-0680",True,True,True,True,True,True
OGLE-2018-BLG-0799L b,Confirmed,0.41,0.19,0.45,,,,,,,,,,1.38,0.31,0.61,,,,,,,,2020,2024-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0799L,273.45833335,-25.485833345,,,,,,6290.0,2000.0,710.0,,,,0.16,0.08,0.14,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-0932 b,Confirmed,0.89,0.31,0.36,,,,,,,,,,1.75,0.23,0.24,,,,,,,,2022,2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,"KMT-2018-BLG-2087 b, MOA-2018-BLG-163 b",,OGLE-2018-BLG-0932,268.350000008,-29.021944449,,,,,,6620.0,860.0,910.0,,,,0.72,0.25,0.29,,,,,,,,,,,,,"KMT-2018-BLG-2087, MOA-2018-BLG-163",True,True,True,True,True,True
OGLE-2018-BLG-0962,Confirmed,1.37,0.72,0.8,,,,,,,,,,3.57,1.02,0.68,,,,,,,,2021,2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-0962L,268.175000014,-32.30916668,,,,,,6470.0,1730.0,1040.0,,,,0.55,0.29,0.32,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-0977 b,Confirmed,0.0201,0.0116,0.0164,,,,,,,,,,2.0,0.5,0.6,,,,,,,,2021,2021-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2018-BLG-0977,268.504166667,-30.604722238,,,,,,6500.0,2200.0,1200.0,,,,0.47,0.27,0.38,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-1011L b,Confirmed,1.8,1.1,3.4,,,,,,,,,,1.8,1.5,2.1,,,,,,,,2019,2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018BLG-1011L,269.012500001,-29.082777792,,,,,,7100.0,1500.0,1100.0,,,,0.18,0.1,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-1011L c,Confirmed,2.8,1.7,5.1,,,,,,,,,,0.8,0.6,0.9,,,,,,,,2019,2023-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018BLG-1011L,269.012500001,-29.082777792,,,,,,7100.0,1500.0,1100.0,,,,0.18,0.1,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-1119 b,Confirmed,0.91,0.52,0.66,,,,,,,,,,4.06,2.6,2.14,,,,,,,,2022,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-1119,270.029166669,-32.375277792,,,,,,5760.0,240.0,1430.0,,,,0.48,0.28,0.35,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-1126 b,Confirmed,0.056,0.031,0.033,,,,,,,,,,3.23,1.71,1.29,,,,,,,,2022,2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2018-BLG-2064 b,,OGLE-2018-BLG-1126,268.354166675,-31.724722243,,,,,,5700.0,2420.0,1820.0,,,,0.69,0.38,0.41,,,,,,,,,,,,,KMT-2018-BLG-2064,True,True,True,True,True,True
OGLE-2018-BLG-1185 b,Confirmed,0.0264,0.0148,0.0249,,,,,,,,,,1.537,0.219,0.182,,,,,,,,2021,2021-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-1185,269.79166667,-27.835000018,,,,,,7400.0,850.0,500.0,,,,0.37,0.21,0.35,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-1212 b,Confirmed,0.2,0.13,0.16,,,,,,,,,,1.68,0.63,1.47,,,,,,,,2022,2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,"MOA-2018-BLG-365 b, KMT-2018-BLG-2299 b",,OGLE-2018-BLG-1212,271.079166673,-28.194166679,,,,,,1550.0,540.0,1260.0,,,,0.16,0.1,0.12,,,,,,,,,,,,,"MOA-2018-BLG-365, KMT-2018-BLG-2299",True,True,True,True,True,True
OGLE-2018-BLG-1269L b,Confirmed,0.69,0.22,0.44,,,,,,,,,,4.61,1.17,1.7,,,,,,,,2020,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-1269L,269.691666682,-27.618055569,,16.0,,,,2560.0,620.0,692.0,,,,1.13,0.35,0.72,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-1367 b,Confirmed,0.95,0.44,0.75,,,,,,,,,,1.21,0.34,0.34,,,,,,,,2022,2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2018-BLG-0914 b,,OGLE-2018-BLG-1367,269.754166667,-29.168333338,,,,,,5370.0,1420.0,1500.0,,,,0.28,0.13,0.22,,,,,,,,,,,,,KMT-2018-BLG-0914,True,True,True,True,True,True
OGLE-2018-BLG-1428L b,Confirmed,0.77,0.33,0.77,,,,,,,,,,3.3,0.83,0.59,,,,,,,,2021,2021-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-1428L,265.550000004,-26.137777784,,,,,,6220.0,1500.0,1000.0,,,,0.43,0.22,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-1544 b,Confirmed,11.2,5.9,6.3,,,,,,,,,,6.21,2.0,1.3,,,,,,,,2022,2022-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-1544,269.129166677,-30.402777788,,,,,,6300.0,2130.0,1340.0,,,,0.62,0.36,0.38,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2018-BLG-1647 b,Confirmed,0.97,0.56,1.78,,,,,,,,,,1.36,0.17,0.2,,,,,,,,2022,2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2018-BLG-2060 b,,OGLE-2018-BLG-1647,268.962500017,-31.816944461,,,,,,,,,,,,0.092,0.053,0.17,,,,,,,,,,,,,KMT-2018-BLG-2060,True,True,True,True,True,True
OGLE-2018-BLG-1700L b,Confirmed,4.4,2.0,3.0,,,,,,,,,,2.8,2.5,3.2,,,,,,,,2019,2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2018-BLG-1700L,269.954166683,-28.528611131,,,,,,7600.0,900.0,1200.0,,,,0.54,0.3,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2019-BLG-0249 b,Confirmed,7.12,1.47,1.47,,,,,,,,,,1.84,0.44,0.44,,,,,,,,2019,2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2019-BLG-0249,265.404166679,-34.701666682,,,,,,,,,,,,,,,,,,,,,,,,,,,KMT-2019-BLG-0109,True,True,True,True,True,True
OGLE-2019-BLG-0299 b,Confirmed,6.22,3.67,3.8,,,,,,,,,,2.8,0.89,0.58,,,,,,,,2021,2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2019-BLG-2735 b,,KMT-2017-BLG-2509,265.591666674,-26.317222229,,,,,,7040.0,1220.0,890.0,,,,0.46,0.27,0.37,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2019-BLG-0304 b,Confirmed,0.51,0.23,0.51,,,,,,,,,,1.23,1.07,1.39,,,,,,,,2021,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2019-BLG-0304,264.025000002,-26.146111124,,,,,,6980.0,900.0,900.0,,,,0.27,0.12,0.27,,,,,,,,,,,,,,True,True,True,True,True,True
OGLE-2019-BLG-0362 b,Confirmed,3.3,4.6,4.6,,,,,,,,,,2.7,1.2,1.2,,,,,,,,2022,2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2019-BLG-0362,263.466666684,-24.810277802,,,,,,5830.0,1550.0,1040.0,,,,0.42,0.3,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
